Number,Title
124908,"Sammelanmeldung ""Vertiefung Erziehungs-, Bildungs- und Sozialisationstheorien"""
124372,Das Problem der Macht in der Erziehung. Macht im Spiegel ausgewählter Erziehungstheorien
124374,"Wie hängen ""Fake News"", Halbbildung, Unbildung und Bildung zusammen? Eine Beschäftigung mit der Kritischen Theorie in Zeiten von ""verschwimmendem Wissen"""
124376,Sozialität - Macht - Verletzbarkeit. Individualisierungskritische Perspektiven
124389,"Wie hängen ,,Fake News"", Halbbildung, Unbildung und Bildung zusammen? Eine Beschäftigung mit der Kritischen Theorie in Zeiten von ,,verschwimmendem Wissen"""
124909,"Sammelanmeldung ""Ausgewählte Probleme der Schulpädagogik"""
124002,Inklusive Schule: Sechs Qualitätsbereiche zukunftsweisender Praxis
124020,Lernbiografien flexibilisieren und gestalten
124028,Bewegungen in der Schule: Inklusion und individuelle Förderung
124044,Schulprofile
124233,Qualitätsmanagement und Schulentwicklungsverfahren
124902,"Sammelanmeldung ""Einführung in die Allgemeine Didaktik"""
124004,TPS: Gruppenentwicklung und kooperatives Lernen + Begleitforschungsseminar (offene Domäne)
124003,Begleitforschungsseminar zu 124004: Gruppenentwicklung und kooperatives Lernen
124559,Heterogenität im Wandel
124401,Einführung in die Didaktik beruflichen Lehrens und Lernens
124402,Einführung in die Didaktik beruflichen Lehrens und Lernens
124366,"Alterität, Diversität, Performativität. Theoretische Grundlagen zum Diskurs um Heterogenität"
124404,Bildung und Beruf
124118,Einführung in das wissenschaftliche Arbeiten
124119,Einführung in die Kindheits- und Familienforschung
124120,"Arme, Sünder, Kranke und Verbrecher. Einführung in Perspektiven abweichenden Verhaltens"
124123,Diagnose und individuelle Förderung an Fachschulen für Sozialpädagogik
124122,Geschichte/Grundlagen der Fachdidaktik
124124,Konzepte in der Elementarpädagogik
124125,Gender im Elementarbereich
124129,Konzeptionelle Herausforderung früher Bildung
124126,Geschichte der Sozialen Arbeit
124127,Arbeitsfelder der Kinder- und Jugendhilfe
124128,Rechtliche Grundlagen der Kinder- und Jugendhilfe
124130,Einführung in Professionalität und Handlungskompetenz
124131,Grenz- und Graubereiche Sozialer Arbeit
124132,"Einführungsseminar „Lebensalter, Lebenslagen und soziale Probleme“"
124133,Jugend als sozialpädagogisches Problem
124134,Einführungsseminar „Soziale Dienste und Sozialpolitik“
124135,ENTFÄLLT: Soziale Arbeit im Kontext justizieller Problembearbeitung
124121,Einführung in die Portfolioarbeit zum Bereich Diagnose und individuelle Förderung
124144,Vorbereitungsseminar auf das Praxissemester
124145,Begleitseminar zu 123145: Praxissemester
124146,Begleitseminar zu 123158: Praxissemester
124147,Innovatives Unterrichtsprojekt und Projektphase
124148,Innovatives Unterrichtsprojekt und Projektphase
124149,NEUER TERMIN! Diagnostik und Förderung in der Pädagogik der frühen Kindheit
124150,NEUER RAUM!! Elementarpädagogische Forschung in der PDFK
124151,Theorien der Sozialen Arbeit
124152,Forschungsperspektiven in der sozialen Arbeit
124153,Lehrforschungsprojekt 1
124154,Lehrforschungsprojekt 2
124155,Lehrforschungsprojekt 3
124157,Forschungskolloquium
124546,Soziologische Theorien
124558,Mikrosoziologie: Individuum und Gesellschaft
124562,"Individuum und Gesellschaft - Die feinen Unterschiede. Sozialkulturelle Praxen, Milieus, Differenz und Struktur. Reichweite eines soziologischen Theorieentwurfs, eine Annäherung an Pierre Bourdieu."
124526,Soziale Ungleichheit
124502,Jugendkulturen - aktuelle Befunde der Jugendkulturforschung
124554,NEUER TERMIN! Geschlecht sprechen? Geschlecht machen! Von der Überwindung sprachlicher Verstehenshürden in Inszenierungen des Körpers
124561,Geschlecht und Transformation
124506,Spezielle Soziologie: Soziologie der Emotionen - Ausgewählte Themen
124570,Einführung in die Migrationssoziologie
124513,Quantitative Methoden
124540,Wissensmanagement
132258,Kommunikation und Beratung
132256,Psychologie in Rehabilitation und Gesundheitsförderung
132255a,Diagnostik von Auffälligkeiten im sozialen und emotionalen Verhalten bei Kindern und Jugendlichen
132255b,Diagnostik von Auffälligkeiten im sozialen und emotionalen Verhalten bei Kindern und Jugendlichen
132267,Diagnostik von Entwicklungsauffälligkeiten im Kleinkind- und Vorschulalter
134501,Einführung in den Vertiefungsbereich - inklusive Bildung
13004sam,Sammelanmeldung Übungsgruppe Qualitative Forschungsmethoden
134653,Qualitative Methoden
134654a,Qualitative Forschungsmethoden
134654b,Qualitative Forschungsmethoden
134654c,Qualitative Forschungsmethoden
134654d,Qualitative Forschungsmethoden
134654e,Qualitative Forschungsmethoden
134600,Vorbereitung auf das Praktikum
134606,Reflexion des Praktikums unter berufsethischen Aspekten
131805,Musik und Bewegung
131818,Rhythmus und Bewegung
131936,"Was uns berührt – Textil in Kleidung, Kunst und -therapie"
133075,Behinderung und Menschenrechte
133626,Einführung in die Tanztherapie
134705,Mit 4 Akkorden durch die Rock- und Popmusik
132194,Psychische Störungen im Kindes- und Jugendalter: Diagnostik und Intervention
133594,Von der pädagogischen Wissenschaft zum pädagogischen Handeln
133595,Habitustheorien als Grundlage einer emanzipativen Rehabilitationspädagogik
133982,Ungleichheit und Teilhabe
133984,Wissenschaftlich arbeiten und Abschlussarbeiten vorbereiten
134506,Teilhabeberichterstattung über die Lebenslagen von Menschen mit Beeinträchtigungen
134703,NS-Euthanasie als Thema in inklusiven (Lern-)Gruppen? Ein Forschungsseminar
133111,"Infoveranstaltung ""Barrierefreiheit und Infrastruktur"""
134655,"Medienrezeptionen und -wirkungen im Kontext rehabilitationspädagogischen Handelns (Bereich 3a: Teilhabe, Zugänglichkeit und Nutzbarkeit II)"
133154,Technische Hilfsmittel Wohnen
134609,Assistive Technologien - Schlüssel zur selbstbestimmten Teilhabe - Unterstützte Kommunikation
133983,Gesundheit und Gesundheitsförderung in Arbeitssettings
134025,Inklusive Übergänge in die Arbeitswelt? Biografische Erfahrungen von Männern und Frauen mit Behinderungserfahrung
13402Sam,Sammelanmeldung AUG 1
134504,Arbeit und Erwerbsfähigkeit
133592,Tätigkeitsorientiertes Lernen
133596,Gestaltung gesundheitsförderlicher Arbeit und betrieblicher Eingliederung
133986,Beschäftigte im Setting Werkstatt
134019,"Arbeit, Behinderung, Geschlecht"
134650,Vorurteilsfreie Kommunikation im Handlungsfeld Arbeit und Inklusion
1346Sam,Sammelanmeldung AUG2
13006sam,Sammelanmeldung Inklusive Bildung - IB 1
131811,Projekttag Musik
133636,Tanzen inklusiv
133642,"Tanzen, Malen, Dichten"
13005sam,Sammelanmeldung Inklusive Bildung - IB2
132265,Früherkennung und Prävention im Kindes- und Vorschulalter
133641,Theorie-Praxis-Reflexion - Ein Fallseminar
134219,Theorie-Praxis-Reflexionen
132593,"Identität, Behinderung und Geschlecht"
131815,Autismus und Bewegung
133633,Grundlagen der Bewegungs- und Tanzvermittlung
134700,"Musik in der Praxis. Musikalische Projekttage an der Schule am Schwalbenweg, Herne"
134701,"Musik in der Schule. Musikalische Projekte an der Karl-Brauckmann-Schule, Holzwickede"
134702,Bewegung und Lernen im Förderschwerpunkt emotionale und soziale Entwicklung
124043,Didaktische Konzeptionen im Förderschwerpunkt Lernen / Heterogenität – gemeinsames Lernen – Inklusion
124046,Didaktische Konzeptionen im Förderschwerpunkt Lernen / Heterogenität – gemeinsames Lernen – Inklusion
133723,Grundlagen der schulischen Förderung im Förderschwerpunkt Lernen ( Anmeldung über Prioritäten!)
133759,Forschendes Lernen im Förderschwerpunkt Lernen: Einstellungsforschung im Kontext von Inklusion
133785,Forschendes Lernen im Förderschwerpunkt Lernen: Montessorimaterial für den Förderschwerpunkt Lernen? Schwerpunkt mathematisches Material
133374,Einführung in den Förderschwerpunkt Emotionale und soziale Entwicklung: Zentrale Phänomene im Förderschwerpunkt Emotionale und soziale Entwicklung
133898,"Erziehung, Bildung und Förderung für Schüler_innen mit dem Förderschwerpunkt Emotional und soziale Entwicklung"
133898a,"Erziehung, Bildung und Förderung für Schüler_innen mit dem Förderschwerpunkt Emotional und soziale Entwicklung"
134456,Beratungskompetenzen im Förderschwerpunkt Emotionale und soziale Entwicklung
134457,Beratungskompetenzen im Förderschwerpunkt Emotionale und soziale Entwicklung
134458,Diagnostische Verfahren und deren Anwendung im Förderschwerpunkt Emotionale und soziale Entwicklung
134459,Diagnostische Verfahren und deren Anwendung im Förderschwerpunkt Emotionale und soziale Entwicklung
134465,Gemeinsames Lernen im inklusiven Unterricht: Theorien und Modelle im Förderschwerpunkt Emotionale und Soziale Entwicklung
131418,Forschendes Lernen im Förderschwerpunkt geistige Entwicklung. Eine Einführung.
131447,Differentielle Didaktik I
131448,Differentielle Didaktik II
130764,Einführung in die Unterrichtsplanung und -gestaltung
132964,Differenzielle Didaktik / Motodiagnostik
132968,Forschendes Lernen - Förderung bei komplexen Beeinträchtigungen
133475,Sehen und visuelle Wahrnehmung diagnostizieren
130854,Verfahren der Sprachdiagnostik
130855,Die Entwicklung der Sprach- und Symbolisierungsfähigkeit
133274,"Sprachheilpädagogischer Unterricht: Grundlagen, Lernvoraussetzungen, differentielle Unterstützungsmaßnahmen"
132729,Aufgaben von Lehrerinnen und Lehrern (Anmeldung mit Prioritäten!)
133483,"Veranstaltung zum Berufsfeldpraktikum im Studiengang ""Lehramt für sonderpädagogische Förderung"""
134410,Analysen mit dem Statistikprogramm R
133787,Projektgruppe 1.1 (Fundamentum II)
133788,Projektgruppe 1.2 (Fundamentum II)
134120,Projekt: Gesundheit und Gesundheitskompetenzen von Menschen mit Behinderung
134122,Tutorium Projektgruppe 3.2
134161,"Projektstudium Projektgruppe 3.4, projektbegleitende Veranstaltung"
134369,Projekt: Pflege bei intellektueller Beeinträchtigung in außerschulischen Kontexten
134370,Projekt: Kompetenzen erkennen - Teilhabe ermöglichen
134652,Projektstudium: Begleitende Veranstaltung PG 2.3
133292,"Toolbox 08: Konfliktmanagement, Supervision, Gesprächsführung"
134100,Toolbox 04: Präsentationstraining
134101,Toolbox 02: Qualitative Methoden
1341023,Toolbox 05: Quantitative Methoden - SPSS Einführung
134218,Projektgruppe 1.3 (Fundamentum II)
133522,Forschendes Lernen im Förderschwerpunkt Lernen (BA): Curriculum basierte Messungen: Entwicklung und Erprobung von Verfahren zur lernfortschrittsorientierten Diagnose und Förderung im Fach Mathematik
131417,Bildung und Erziehung im Förderschwerpunkt geistige Entwicklung
131653,Grundfragen pädagogischen Handelns im Förderschwerpunkt Sehen
133593,Kompetenzen feststellen und verstehen
133945,Hörschädigung - Auswirkungen und technische Hilfen im schulischen Alltag
